"BUSINESS YEAR","STATE CODE","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","SERVICE AREA ID","SERVICE AREA NAME","COVER ENTIRE STATE",COUNTY,"COUNTY NAME","PARTIAL COUNTY","ZIP CODE","PARTIAL COUNTY JUSTIFICATION","MARKET COVERAGE","DENTAL PLAN ONLY"
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Ocean - 34029",Ocean,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Cumberland - 34011",Cumberland,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Middlesex - 34023",Middlesex,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Bergen - 34003",Bergen,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Union - 34039",Union,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Sussex - 34037",Sussex,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Morris - 34027",Morris,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Essex - 34013",Essex,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Passaic - 34031",Passaic,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Burlington - 34005",Burlington,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Gloucester - 34015",Gloucester,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Somerset - 34035",Somerset,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Camden - 34007",Camden,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Hudson - 34017",Hudson,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Monmouth - 34025",Monmouth,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Mercer - 34021",Mercer,false,,,Individual,No
2026,NJ,17970,SERFF,1,01-13-2026,NJS001,"Ambetter from WellCare of New Jersey",false,"Atlantic - 34001",Atlantic,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Cape May - 34009","Cape May",false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Sussex - 34037",Sussex,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Burlington - 34005",Burlington,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Monmouth - 34025",Monmouth,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Somerset - 34035",Somerset,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Middlesex - 34023",Middlesex,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Salem - 34033",Salem,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Essex - 34013",Essex,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Gloucester - 34015",Gloucester,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Bergen - 34003",Bergen,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Cumberland - 34011",Cumberland,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Morris - 34027",Morris,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Passaic - 34031",Passaic,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Hunterdon - 34019",Hunterdon,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Hudson - 34017",Hudson,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Union - 34039",Union,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Ocean - 34029",Ocean,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Camden - 34007",Camden,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Warren - 34041",Warren,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Atlantic - 34001",Atlantic,false,,,Individual,No
2026,NJ,23818,SERFF,1,01-13-2026,NJS001,"Oscar New Jersey",false,"Mercer - 34021",Mercer,false,,,Individual,No
2026,NJ,35152,SERFF,1,01-13-2026,NJS001,"SELECT PLAN",false,"Gloucester - 34015",Gloucester,false,,,Individual,Yes
2026,NJ,35152,SERFF,1,01-13-2026,NJS001,"SELECT PLAN",false,"Cumberland - 34011",Cumberland,false,,,Individual,Yes
2026,NJ,35152,SERFF,1,01-13-2026,NJS001,"SELECT PLAN",false,"Camden - 34007",Camden,false,,,Individual,Yes
2026,NJ,35152,SERFF,1,01-13-2026,NJS002,"CHOICE PPO",true,,,,,,Individual,Yes
